date,open,high,low,close,adj Close,volume
26/01/2018,0.648,0.675,0.633,0.675,0.675,18437648
29/01/2018,0.65,0.723,0.616,0.7,0.7,43675818
30/01/2018,0.689,0.698,0.667,0.675,0.675,2391702
31/01/2018,0.661,0.7,0.65,0.675,0.675,13962955
01/02/2018,0.666,0.672,0.64,0.65,0.65,8605205
02/02/2018,0.641,0.647,0.62,0.625,0.625,11294267
05/02/2018,0.616,0.665,0.616,0.65,0.65,19235375
06/02/2018,0.63,0.645,0.63,0.625,0.625,1247091
07/02/2018,0.635,0.68,0.635,0.65,0.65,6232358
08/02/2018,0.663,0.75,0.663,0.675,0.675,21794349
09/02/2018,0.671,0.69,0.671,0.65,0.65,6683465
12/02/2018,0.678,0.689,0.663,0.675,0.675,6152746
13/02/2018,0.663,0.674,0.658,0.675,0.675,1609000
14/02/2018,0.658,0.67,0.61,0.625,0.625,6794574
15/02/2018,0.631,0.699,0.623,0.7,0.7,11223011
16/02/2018,0.658,0.703,0.653,0.65,0.65,2733187
19/02/2018,0.689,0.693,0.651,0.7,0.7,13720459
20/02/2018,0.666,0.684,0.651,0.675,0.675,12295184
21/02/2018,0.65,0.69,0.631,0.675,0.675,5992188
22/02/2018,0.67,0.67,0.631,0.65,0.65,3996763
23/02/2018,0.631,0.659,0.631,0.65,0.65,11400519
26/02/2018,0.643,0.669,0.6,0.625,0.625,14525744
27/02/2018,0.645,0.659,0.638,0.65,0.65,8276458
28/02/2018,0.69,0.7,0.641,0.65,0.65,12262083
01/03/2018,0.655,0.7,0.643,0.675,0.675,5596968
02/03/2018,0.667,0.667,0.653,0.675,0.675,1682606
05/03/2018,0.641,0.659,0.612,0.625,0.625,12983315
06/03/2018,0.613,0.649,0.613,0.65,0.65,9283849
07/03/2018,0.623,0.637,0.616,0.625,0.625,1985429
08/03/2018,0.63,0.63,0.6,0.625,0.625,7137884
09/03/2018,0.619,0.629,0.607,0.65,0.65,6064890
12/03/2018,0.629,0.681,0.595,0.6,0.6,8781783
13/03/2018,0.609,0.609,0.55,0.6,0.6,15030701
14/03/2018,0.617,0.64,0.56,0.575,0.575,12498896
15/03/2018,0.593,0.593,0.568,0.575,0.575,1878878
16/03/2018,0.57,0.6,0.561,0.575,0.575,17040868
19/03/2018,0.56,0.579,0.515,0.525,0.525,13837802
20/03/2018,0.523,0.55,0.46,0.525,0.525,34321657
21/03/2018,0.504,0.504,0.475,0.475,0.475,7370896
22/03/2018,0.5,0.517,0.45,0.525,0.525,13137719
23/03/2018,0.5,0.59,0.498,0.5,0.5,33100999
26/03/2018,0.52,0.52,0.491,0.525,0.525,4349650
27/03/2018,0.5,0.517,0.5,0.5,0.5,7846203
28/03/2018,0.529,0.539,0.5,0.5,0.5,23124369
29/03/2018,0.52,0.547,0.505,0.525,0.525,6640359
03/04/2018,0.547,0.547,0.475,0.475,0.475,14831421
04/04/2018,0.483,0.497,0.483,0.475,0.475,1016278
05/04/2018,0.483,0.525,0.45,0.475,0.475,11062025
06/04/2018,0.493,0.575,0.493,0.525,0.525,20598560
09/04/2018,0.528,0.528,0.45,0.5,0.5,9476563
10/04/2018,0.525,0.535,0.45,0.5,0.5,1943795
11/04/2018,0.491,0.499,0.45,0.475,0.475,11395253
12/04/2018,0.483,0.5,0.475,0.475,0.475,3798933
13/04/2018,0.487,0.519,0.483,0.5,0.5,5994848
16/04/2018,0.529,0.529,0.476,0.5,0.5,10469642
17/04/2018,0.481,0.519,0.431,0.475,0.475,20040324
18/04/2018,0.451,0.465,0.445,0.475,0.475,4959398
19/04/2018,0.455,0.463,0.443,0.45,0.45,7824785
20/04/2018,0.467,0.499,0.441,0.475,0.475,12228342
23/04/2018,0.49,0.49,0.453,0.475,0.475,5237395
24/04/2018,0.477,0.489,0.45,0.475,0.475,4943530
25/04/2018,0.487,0.52,0.476,0.5,0.5,6212692
26/04/2018,0.481,0.517,0.481,0.5,0.5,2747505
27/04/2018,0.514,0.514,0.48,0.5,0.5,3752324
30/04/2018,0.507,0.507,0.481,0.475,0.475,4309644
01/05/2018,0.481,0.481,0.471,0.475,0.475,990714
02/05/2018,0.471,0.479,0.461,0.475,0.475,8609414
03/05/2018,0.463,0.475,0.463,0.475,0.475,6684949
04/05/2018,0.472,0.472,0.46,0.475,0.475,5888997
08/05/2018,0.467,0.467,0.455,0.475,0.475,6544002
09/05/2018,0.456,0.47,0.45,0.475,0.475,6002307
10/05/2018,0.458,0.49,0.45,0.475,0.475,12228959
11/05/2018,0.5,0.5,0.45,0.475,0.475,28965214
14/05/2018,0.465,0.465,0.455,0.475,0.475,4810086
15/05/2018,0.45,0.469,0.443,0.475,0.475,9343829
16/05/2018,0.466,0.67,0.45,0.635,0.635,43230668
17/05/2018,0.695,0.845,0.575,0.7,0.7,144273236
18/05/2018,0.7,0.717,0.618,0.625,0.625,21392740
21/05/2018,0.647,0.719,0.631,0.7,0.7,13924722
22/05/2018,0.715,0.727,0.64,0.625,0.625,14035695
23/05/2018,0.645,0.67,0.67,0.7,0.7,12181701
24/05/2018,0.707,0.75,0.75,0.7,0.7,2835951
25/05/2018,0.665,0.697,0.613,0.625,0.625,16803956
29/05/2018,0.615,0.63,0.602,0.625,0.625,4894863
30/05/2018,0.6,0.6,0.503,0.56,0.56,21061364
